"","user","majorContributor","responses","topics","avgNumberOfResponsesPerTopic","avgNumberOfResponsesBeforeResponse","avgNumberOfResponsesAfterResponse","entropy","yearJoined","firstDayResponse","avgGap","avgStd","standardTopics","normalTopics"
"390","david_yoder",0,3,3,0,0,0,1.419172591,2,0,13.83333333,31.08992334,0.663339402527083,0.0434782608695652
"391","davidrr07",0,3,0,0,0,0,1.021596444,1,83,29.66666667,14.35270009,-0.409742201894859,0
"392","dawn12",0,4,5,0,0,0,0.76704164,4,15,1.666666667,16.20318518,1.37872713880838,0.072463768115942
"393","dayle",0,8,1,0,0,0,1.73426252,2,6,6.333333333,28.35794138,-0.0520483337542118,0.0144927536231884
"394","dayna_nyberg",0,4,0,0,0,0,1.093744979,2,7,1.75,26.05163143,-0.409742201894859,0
"400","debbie13",0,6,0,0,0,0,1.716539936,3,12,2,18.23382083,-0.409742201894859,0
"401","debbie_drechsler",0,0,1,0,0,0,0,3,0,0,0,-0.0520483337542118,0.0144927536231884
"403","debka",0,1,1,0,0,0,0.178019898,3,1,6.5,6,-0.0520483337542118,0.0144927536231884
"407","debra5",0,5,0,0,0,0,1.744600202,4,2,0.4,14.10815367,-0.409742201894859,0
"408","dede",0,1,1,2,6,19,0.325427612,3,2,1,0,-0.0520483337542118,0.0144927536231884
"410","deej187",0,0,2,1,0,0,0.650855223,4,0,0,0,0.305645534386436,0.0289855072463768
"412","delilah_brien",0,1,0,0,0,0,0.129106649,1,5,5,0,-0.409742201894859,0
"414","denise3",0,0,5,0,0,0,1.170881611,2,0,0.2,4.363484846,1.37872713880838,0.072463768115942
"416","dentista",0,3,0,0,23,67.66666667,0.36458166,3,6,2,0.942809042,-0.409742201894859,0
"418","dereck_cruz",0,3,0,0,0,0,0.325427612,2,4,1.333333333,21.66923062,-0.409742201894859,0
"419","dezh",0,11,0,0,0,0,2.104828795,4,5,0.454545455,27.98848642,-0.409742201894859,0
"422","diabetesdoc",0,0,1,0,0,0,0,3,0,0,0,-0.0520483337542118,0.0144927536231884
"424","diabetesman70",0,0,0,0,0,0,0,5,3.874194056,1.889718175,3.779269363,-0.409742201894859,0
"425","diabetesmarcum",0,0,1,2,0,0,0.325427612,6,0,0,0,-0.0520483337542118,0.0144927536231884
"427","diabeticaltez",0,4,3,0,0,0,1.015436883,4,1,1,7.685130089,0.663339402527083,0.0434782608695652
"428","diabetickasin",0,0,1,0,0,0,0.348084416,6,0,0,0,-0.0520483337542118,0.0144927536231884
"429","diabeticmaven",0,2,9,3.142857143,1,1.5,0.650855223,5,0,2.909090909,64.1749932,2.80950261137097,0.130434782608696
"431","diabud",0,9,0,0,33.55555556,20.5,1.060750492,4,4,3.111111111,12.25651754,-0.409742201894859,0
"432","diana10",0,2,1,4,17,9.5,0.493688308,3,2,8.333333333,10.61445555,-0.0520483337542118,0.0144927536231884
"433","dianne_lehman",0,1,1,0,0,0,0.690009271,0,0,1,1,-0.0520483337542118,0.0144927536231884
"434","diego1",0,12,0,0,0,0,2.545166728,3,8,0.916666667,29.85090265,-0.409742201894859,0
"435","dinah_luevano",0,15,0,0,0,0,5.237763488,2,3,4.8,46.16906131,-0.409742201894859,0
"436","dinmi",0,0,1,0,0,0,0.325427612,4,0,0,0,-0.0520483337542118,0.0144927536231884
"437","dioi",0,2,0,0,0,0,0.729163319,6,6,3,1,-0.409742201894859,0
"438","dj11",0,4,1,3,127.5,54,0.868029169,4,0,4.8,9.329523032,-0.0520483337542118,0.0144927536231884
"439","dkhay",0,16,0,0,51.125,50.5,4.972165289,3,3,9.4375,100.1826457,-0.409742201894859,0
"440","dlabbee",0,2,0,0,0,50,0.325427612,3,10,5,1.5,-0.409742201894859,0
"441","dman1",0,1,0,0,0,0,0.348084416,4,31,31,0,-0.409742201894859,0
"443","domcobb1",0,1,1,0,0,0,0.045935232,7,4,2.5,0.5,-0.0520483337542118,0.0144927536231884
"445","don_c",0,4,0,0,0,0,1.392337665,2,62,15.5,21.45926373,-0.409742201894859,0
"448","donna16",0,2,0,0,0,0,0.712666076,4,22,16,5,-0.409742201894859,0
"449","donna18",0,8,0,0,0,0,0.673512028,6,4,1.75,27.6857364,-0.409742201894859,0
"450","donna20",0,2,0,0,0,0,0.696168833,6,36,18,5,-0.409742201894859,0
"451","donnadean",0,5,0,0,16.4,11.6,1.038093688,5,3,6.8,12.04989627,-0.409742201894859,0
"452","dora",0,12,0,0,0,0,1.308699586,1,3,7.916666667,32.40756085,-0.409742201894859,0
"453","dorene",0,1,1,0,0,0,0.394347146,1,44,22,0,-0.0520483337542118,0.0144927536231884
"455","doug8",0,3,8,0,0,0,0.729163319,3,1,1.818181818,8.160578492,2.45180874323032,0.115942028985507
"456","doug9",0,6,1,0,0,0,0.984319849,3,2,5.571428571,23.30192249,-0.0520483337542118,0.0144927536231884
"457","doug_k",0,2,0,0,0,0,0.325427612,1,54,27,5.5,-0.409742201894859,0
"458","doug_moore",0,0,1,2,0,0,0.325427612,2,0,0,0,-0.0520483337542118,0.0144927536231884
"459","dr_hema",0,1,1,0,6,1,0.441718292,7,35,17.5,0,-0.0520483337542118,0.0144927536231884
"460","dragonflylife",0,1,1,0,0,0,0.690009271,5,0,7.5,7.5,-0.0520483337542118,0.0144927536231884
"461","drea522",0,7,0,0,0,0,0.696168833,0,8,1.142857143,5.521756597,-0.409742201894859,0
"463","dropsofjupitar",0,6,0,0,220.8333333,134.1666667,0.392880056,5,77,16.5,10.68747969,-0.409742201894859,0
"464","drxbmw",0,9,3,0,0,0,0.579494312,3,2,17.41666667,86.17553146,0.663339402527083,0.0434782608695652
"465","dside",0,10,0,0,47,42.3,2.708823168,4,2,2.6,79.48358321,-0.409742201894859,0
"466","dsndude",0,2,1,0,1,4,0.690009271,3,3,1.666666667,1.247219129,-0.0520483337542118,0.0144927536231884
"470","dusty",0,7,2,0,0,0,1.301710446,3,32,3.666666667,36.38104241,0.305645534386436,0.0289855072463768
"471","dwyer",0,1,1,0,0,0,0.348084416,1,15,9,1.5,-0.0520483337542118,0.0144927536231884
"472","e_s_mom",0,3,1,0,0,0,1.077247736,3,28,7,11.29988938,-0.0520483337542118,0.0144927536231884
"473","earl1",0,2,1,0,0,0,0.696168833,6,7,2.666666667,11.0855261,-0.0520483337542118,0.0144927536231884
"474","ed_liebowitz",0,1,1,0,0,0,0.402564244,0,2,1.5,0.5,-0.0520483337542118,0.0144927536231884
"476","eileen_mclain",0,3,1,0,0,0,0.729163319,1,16,4,26.5,-0.0520483337542118,0.0144927536231884
"480","elizabeth",0,8,0,0,0,0,1.22239265,0,4,4.5,27.98632479,-0.409742201894859,0
"481","elizabeth20",0,9,0,0,0,0,0.620275813,3,22,2.444444444,17.94711023,-0.409742201894859,0
"484","ellenr",0,3,1,0,0,0,1.044253249,4,129,32.25,11.84008024,-0.0520483337542118,0.0144927536231884
"485","ellfell",0,4,0,0,0,0,0.712666076,4,17,4.5,19.68501969,-0.409742201894859,0
"486","ellie4",0,2,0,0,0,0,0.729163319,3,8,4,4.5,-0.409742201894859,0
"488","elmo218",0,0,2,0,0,0,0.507636307,3,0,6,6,0.305645534386436,0.0289855072463768
"492","emily_rivera",0,3,0,0,0,0,0.325427612,1,24,21.33333333,17.79513042,-0.409742201894859,0
"493","emmarose",0,7,0,0,14,27,2.088506498,4,4,0.571428571,30.09373113,-0.409742201894859,0
"496","enjnanny",0,5,0,0,9.6,4.4,1.330008842,4,2,0.4,6.693280212,-0.409742201894859,0
"498","erin18",0,10,0,0,0,0,3.462365479,4,4,0.8,28.46067462,-0.409742201894859,0
"499","erin19",0,7,1,0,0,0,0.36458166,4,8,4.5,9.130135541,-0.0520483337542118,0.0144927536231884
"500","erin_andrew_s_mom",0,2,0,0,0,0,0.36458166,1,2,11.5,10.5,-0.409742201894859,0
"502","erin_c",0,2,2,0,0,0,0.650855223,2,3,18,32.19472006,0.305645534386436,0.0289855072463768
"503","erin_huff_carper",0,0,0,0,0,0,0,1,3.874194056,1.889718175,3.779269363,-0.409742201894859,0
"504","erinwa",0,0,1,0,0,0,0.068919535,7,3,3,0,-0.0520483337542118,0.0144927536231884
"505","erun",0,4,2,0,0,0,0.556837507,5,15,2.5,4.099457959,0.305645534386436,0.0289855072463768
"509","everette",0,3,1,0,0,0,0.679153619,4,22,5.75,4.062019202,-0.0520483337542118,0.0144927536231884
"511","eviesmom",0,4,1,0,0,0,1.458326639,6,19,3.8,27.67381434,-0.0520483337542118,0.0144927536231884
"512","evvy",0,0,1,0,0,0,0.36458166,1,0,0,0,-0.0520483337542118,0.0144927536231884
"513","ewa",0,0,0,0,0,0,0,1,3.874194056,1.889718175,3.779269363,-0.409742201894859,0
"514","fabiola",0,3,0,0,0,0,0.712666076,1,9,12.33333333,12.75408431,-0.409742201894859,0
"515","fabrizio",0,3,0,0,0,0,0.802618677,2,5,17,21.68460796,-0.409742201894859,0
"519","felix",0,6,2,0,0,0,1.203805139,1,1,10.625,34.97856486,0.305645534386436,0.0289855072463768
"520","firas",0,1,2,0,0,0,0.325427612,1,72,24,0,0.305645534386436,0.0289855072463768
"523","foozie",0,2,0,0,60,56.5,0.220191279,3,7,3.5,10.5,-0.409742201894859,0
"524","fourpugs",0,2,0,0,28,7.5,0.690009271,3,25,12.5,5.5,-0.409742201894859,0
"525","foxmeister",0,2,0,0,30.5,14.5,0.321074545,3,7,24.5,21,-0.409742201894859,0
"526","francois",0,2,3,0,0,0,0.729163319,3,33,6.8,23.43501654,0.663339402527083,0.0434782608695652
"527","frank_marcus_sabatin",0,11,0,0,0,0,2.821847938,2,21,15.54545455,108.8062954,-0.409742201894859,0
"528","frankille",0,0,1,0,0,0,0.36458166,3,58,58,0,-0.0520483337542118,0.0144927536231884
"530","franzis_kaar_grimm",0,6,0,0,0,0,2.088506498,4,2,0.333333333,5.852349955,-0.409742201894859,0
"531","fred_jordan",0,2,1,0,0,0,0.729163319,1,29,9.666666667,0,-0.0520483337542118,0.0144927536231884
"535","gabby",0,0,0,0,0,0,0,3,3.874194056,1.889718175,3.779269363,-0.409742201894859,0
"540","gary17",0,3,0,0,0,0,1.038093688,5,8,2.666666667,6.377042157,-0.409742201894859,0
"541","gary_d_carlson",0,2,0,0,0,0,0.503447509,2,23,11.5,9.5,-0.409742201894859,0
"542","gary_harrison",0,12,2,0,0,0,1.912282418,2,10,2.714285714,53.71167357,0.305645534386436,0.0289855072463768
"543","gary_paveza_jr",0,2,0,0,0,0,0.36458166,3,10,5,2,-0.409742201894859,0
"545","garytoh",0,0,1,2,0,0,0.143054647,2,3,3,0,-0.0520483337542118,0.0144927536231884
"547","geckoaz",0,4,1,13,9.25,17.25,1.392337665,1,80,16,25.6702162,-0.0520483337542118,0.0144927536231884
"548","genebert",0,8,1,0,0,0,0.617093056,3,83,9.222222222,47.53893791,-0.0520483337542118,0.0144927536231884
"550","gigi1",0,4,3,0,0,0,0.976282835,4,38,5.428571429,15.06855084,0.663339402527083,0.0434782608695652
"552","ginger",0,1,1,0,0,0,0.45453426,0,3,3,1.5,-0.0520483337542118,0.0144927536231884
"556","giryes_nijmeh",0,2,0,0,0,0,0.690009271,1,10,6,1,-0.409742201894859,0
"557","gladys",0,0,0,0,0,0,0,1,3.874194056,1.889718175,3.779269363,-0.409742201894859,0
"560","gmc",0,5,0,0,0,0,1.78375425,6,4,0.8,8.380930736,-0.409742201894859,0
"562","gopal",0,0,1,11,0,0,0,3,0,0,0,-0.0520483337542118,0.0144927536231884
"563","gorajekd",0,7,3,17.5,68.28571429,46.42857143,2.801172574,6,12,4.6,36.20511014,0.663339402527083,0.0434782608695652
"564","gordon_keys",0,5,2,0,0,0,1.408834909,2,1,1,3.719776162,0.305645534386436,0.0289855072463768
"566","grandmalinda",0,2,1,0,0,0,0.325427612,5,5,1.666666667,16.26857912,-0.0520483337542118,0.0144927536231884
"567","grandwagoneer",0,3,1,0,0,0,1.029551823,5,18,8.75,7.361215932,-0.0520483337542118,0.0144927536231884
"568","grant_sunada",0,3,0,0,0,0,0.81911592,2,68,22.66666667,46.88520259,-0.409742201894859,0
"569","grayson_s_mom",0,4,1,13,1.5,103.25,0.690009271,0,0,14.2,32.08987379,-0.0520483337542118,0.0144927536231884
"571","greg8",0,3,0,0,0,0,1.054590931,2,5,4.666666667,4.784233365,-0.409742201894859,0
"572","greg_ascher",0,0,0,0,0,0,0,2,3.874194056,1.889718175,3.779269363,-0.409742201894859,0
"573","greymore",0,3,1,17,55.33333333,50.66666667,0.690009271,6,2,18.25,30.05307805,-0.0520483337542118,0.0144927536231884
"574","griz99",0,1,2,4.666666667,2,3,0.36458166,6,8,3.666666667,1.414213562,0.305645534386436,0.0289855072463768
"575","grmreaper",0,7,0,0,18.85714286,25.57142857,2.436590914,3,58,8.285714286,42.61119906,-0.409742201894859,0
"576","hakeem_adejumo",0,3,2,0,0,0,0.650855223,6,2,0.4,43.34697221,0.305645534386436,0.0289855072463768
"577","halishawn",0,3,2,13,38.33333333,36.66666667,0.729163319,1,22,5.8,9.410632285,0.305645534386436,0.0289855072463768
"578","hananas",0,2,0,0,2.5,22.5,0.712666076,7,8,4,1,-0.409742201894859,0
"581","hannah3",0,3,1,0,0,0,0.976282835,2,4,1,5.830951895,-0.0520483337542118,0.0144927536231884
"582","hannah_75",0,3,2,3.5,18.33333333,4.666666667,0.425221048,4,0,18.2,32.8730893,0.305645534386436,0.0289855072463768
"583","hannah_kate",0,2,0,0,0,0,0.712666076,4,10,5,6.5,-0.409742201894859,0
"584","hannasaurs_rex",0,2,1,0,0,0,0.696168833,7,0,0.333333333,0.471404521,-0.0520483337542118,0.0144927536231884
"585","harmony",0,3,1,0,0,0,0.976282835,3,26,6.5,0,-0.0520483337542118,0.0144927536231884
"586","harttj",0,3,0,0,0,0,1.093744979,4,19,6.333333333,8.485281374,-0.409742201894859,0
"587","harvey",0,0,1,0,0,0,0.178019898,1,0,0,0,-0.0520483337542118,0.0144927536231884
"588","haters_gonna_hate",0,3,0,0,3.666666667,19.33333333,0.712666076,6,5,2.666666667,1.414213562,-0.409742201894859,0
"589","hayley",0,2,0,0,0,0,0.325427612,1,21,14,3.5,-0.409742201894859,0
"590","hcatlover06",0,1,1,6,29,10,0.712666076,4,19,24,14.5,-0.0520483337542118,0.0144927536231884
"591","heather2",0,3,1,0,0,0,0.696168833,0,15,14.25,17.3421452,-0.0520483337542118,0.0144927536231884
"593","heather57350",0,0,1,1,0,0,0.178019898,5,3,3,0,-0.0520483337542118,0.0144927536231884
"594","heather9",0,1,2,0,0,0,1.015436883,1,0,3.666666667,4.966554809,0.305645534386436,0.0289855072463768
"595","heather_nicole",0,8,5,0,0,0,2.434609473,2,1,0.230769231,8.896512181,1.37872713880838,0.072463768115942
"597","hebrew",0,5,0,0,0,0,1.822908298,4,3,0.6,17.99555501,-0.409742201894859,0
"598","heidi_rogers",0,2,0,0,0,0,0.712666076,2,18,10,1,-0.409742201894859,0
"599","helen16",0,1,1,0,0,0,0.077136632,6,29,14.5,0,-0.0520483337542118,0.0144927536231884
"600","helen_l_l",0,0,0,0,0,0,0,1,3.874194056,1.889718175,3.779269363,-0.409742201894859,0
"601","helen_sea",0,2,1,0,0,0,0.441718292,2,10,3.333333333,17.10750323,-0.0520483337542118,0.0144927536231884
"602","henry_d",0,3,2,0,0,0,0.40245998,3,23,5.6,1.939071943,0.305645534386436,0.0289855072463768
"603","henry_dehaan",0,9,1,0,0,0,1.424159182,2,13,1.3,5.974110813,-0.0520483337542118,0.0144927536231884
"605","heypaula",0,3,0,0,14.66666667,17,1.060750492,6,6,2,12.72792206,-0.409742201894859,0
"608","holly_ramey",0,9,3,0,0,0,1.178605576,4,17,1.666666667,16.13743061,0.663339402527083,0.0434782608695652
"609","hosanna_bielby",0,4,0,0,0,0,1.347024056,2,2,0.5,12.79404158,-0.409742201894859,0
"611","howiewho",0,3,1,0,0,0,1.044253249,5,7,4.75,9.5,-0.0520483337542118,0.0144927536231884
"612","hoya_zoya",0,0,0,0,0,0,0,2,3.874194056,1.889718175,3.779269363,-0.409742201894859,0
"614","hyperactive",0,7,1,1,181.5714286,133.4285714,1.615731683,6,7,0.875,5.782516753,-0.0520483337542118,0.0144927536231884
"616","icon_river",0,0,2,0,0,0,0,1,0,0,6.5,0.305645534386436,0.0289855072463768
"620","indiana",0,1,5,260,4095,910,0.712666076,4,0,8,20.32786812,1.37872713880838,0.072463768115942
"621","ioana",0,1,0,0,0,0,0.348084416,2,20,20,0,-0.409742201894859,0
"623","isabel_mello",0,0,1,0,0,0,0.325427612,2,0,0,0,-0.0520483337542118,0.0144927536231884
"626","j_blue",0,6,0,0,0,0,2.043192888,3,40,25.5,51.73892796,-0.409742201894859,0
"629","jack3",0,17,2,0,0,0,5.131009256,3,57,3,0.464829519,0.305645534386436,0.0289855072463768
"630","jack5",0,3,0,0,26.66666667,5.333333333,1.077247736,3,5,2.666666667,1.414213562,-0.409742201894859,0
"632","jacky2",0,3,1,0,0,0,1.093744979,6,4,1.25,0.433012702,-0.0520483337542118,0.0144927536231884
"634","jacq2",0,5,0,0,0,0,0.645533244,6,28,5.6,8.4,-0.409742201894859,0
"635","jacqueline7",0,2,0,0,0,0,0.348084416,6,5,4,1.5,-0.409742201894859,0
"636","jacquip",0,3,1,0,0,0,1.021596444,4,0,2.25,6.139014579,-0.0520483337542118,0.0144927536231884
"638","jakub",0,5,2,0,0,0,0.518854924,5,3,3.571428571,10.7684346,0.305645534386436,0.0289855072463768
"639","jamen1",0,4,2,9.5,37,51,0.712666076,4,7,3.166666667,5.70574759,0.305645534386436,0.0289855072463768
"642","james_w_phifer",0,2,0,0,0,0,0.690009271,2,3,9.5,8,-0.409742201894859,0
"644","jamie8",0,18,14,0,0,0,4.32972557,1,0,6.53125,52.36559246,4.5979719520742,0.202898550724638
"645","jamie_haywood",0,3,0,0,0,0,1.060750492,6,21,22.33333333,21.45279055,-0.409742201894859,0
"646","jamie_s_mom",0,3,3,0,0,0,1.369680861,3,2,0.5,15.00740558,0.663339402527083,0.0434782608695652
"648","jane13",0,3,0,0,235,84,0.18588776,7,2,4.333333333,5.185449729,-0.409742201894859,0
"649","jane3",0,11,2,0,0,0,3.524176332,2,113,10.15384615,6.651956157,0.305645534386436,0.0289855072463768
"652","jane_mitchell",0,2,0,0,0,0,0.690009271,2,5,2.5,5,-0.409742201894859,0
"653","jane_staiger",0,2,0,0,0,0,0.325427612,3,13,6.5,3,-0.409742201894859,0
"654","janetmcq",0,1,1,3,0,3,0.325427612,4,71,35.5,0,-0.0520483337542118,0.0144927536231884
"655","janice52",0,4,0,0,0,0,0.464129192,3,2,0.5,40.32601518,-0.409742201894859,0
"656","janice6",0,6,0,0,0,0,2.088506498,3,5,0.833333333,7.903937134,-0.409742201894859,0
"657","janine2",0,1,1,0,0,0,0.325427612,6,9,5,0.5,-0.0520483337542118,0.0144927536231884
"659","jason3",0,4,0,0,0,0,0.348084416,1,5,1.25,20.21138293,-0.409742201894859,0
"660","jason9",0,15,0,0,0,0,4.939170802,2,7,0.466666667,11.08873302,-0.409742201894859,0
"661","jason_meadows",0,11,0,0,0,0,2.799191133,0,3,2,54.51241424,-0.409742201894859,0
"665","javamom",0,1,2,0.5,0,3,0.325427612,5,3,1.666666667,0.816496581,0.305645534386436,0.0289855072463768
"667","jay4",0,3,0,0,0,0,0.50235768,2,5,2.666666667,2.867441756,-0.409742201894859,0
"669","jayanthi",0,2,0,0,148,49,0.154273264,3,15,7.5,1.5,-0.409742201894859,0
"670","jaynetype2",0,1,1,0,0,0,0,3,7,3.5,1,-0.0520483337542118,0.0144927536231884
"671","jaypochapin",0,5,1,24,360,90,0.890099489,6,17,3,0.372677996,-0.0520483337542118,0.0144927536231884
"672","jbasil",0,1,0,0,0,0,0.348084416,3,57,57,0,-0.409742201894859,0
"673","jdjd",0,2,0,0,8,10.5,0.729163319,7,13,6.5,7.5,-0.409742201894859,0
"674","jdsnyc",0,6,0,0,11.66666667,12.33333333,2.065849693,5,12,12.16666667,39.69466799,-0.409742201894859,0
"675","jeanine_connolly",0,1,2,0,0,0,0.36458166,3,5,1.666666667,2.357022604,0.305645534386436,0.0289855072463768
"676","jeannie",0,0,1,0,0,0,0.325427612,1,1,1,0,-0.0520483337542118,0.0144927536231884
"677","jebusfu",0,0,1,15,0,0,0.36458166,6,0,0,0,-0.0520483337542118,0.0144927536231884
"678","jeff211",0,4,0,0,18,23,0.806299951,4,3,3.5,4.763139721,-0.409742201894859,0
"679","jeff29",0,4,0,0,0,0,0.696168833,5,3,0.75,3,-0.409742201894859,0
"680","jeff34",0,6,0,0,0,0,1.446806757,6,65,11.16666667,22.24422522,-0.409742201894859,0
"682","jeff_rochlin",0,13,1,0,0,0,2.696433087,0,5,0.357142857,12.44252091,-0.0520483337542118,0.0144927536231884
"685","jeffrey_spiller",0,2,0,0,0,0,0.673512028,2,9,4.5,3,-0.409742201894859,0
"687","jel",0,4,1,0,0,0,1.015436883,6,8,8.2,14.64786674,-0.0520483337542118,0.0144927536231884
"688","jen11",0,0,0,0,0,0,0,1,3.874194056,1.889718175,3.779269363,-0.409742201894859,0
"689","jen12",0,5,0,0,0,0,1.386178104,2,11,6.4,13.77824372,-0.409742201894859,0
"690","jen13",0,1,0,0,0,0,0.129106649,2,16,16,0,-0.409742201894859,0
"693","jen_g",0,1,1,0,0,0,0.068919535,5,13,6.5,0,-0.0520483337542118,0.0144927536231884
"694","jen_mangum",0,1,3,0,0,0,1.061372115,1,9,4.25,3.570714214,0.663339402527083,0.0434782608695652
"695","jenmc",0,9,1,0,0,0,1.438342653,4,2,3.2,11.15750868,-0.0520483337542118,0.0144927536231884
"696","jenn4",0,5,0,0,0,0,1.001324615,2,6,2.6,13.04453909,-0.409742201894859,0
"697","jenn_mama_bear",0,4,0,0,0,0,1.098733076,6,5,28,47.8905001,-0.409742201894859,0
"698","jenna1",0,3,5,5,16.66666667,50.66666667,1.854660363,1,3,1.375,38.76350571,1.37872713880838,0.072463768115942
"699","jennc",0,9,1,0,0,0,0.417003951,5,29,2.9,49.64111199,-0.0520483337542118,0.0144927536231884
"700","jenndaloop",0,6,3,14.5,7.166666667,18.16666667,0.348084416,7,3,1.666666667,5.676462122,0.663339402527083,0.0434782608695652
"701","jennie2",0,2,1,0,0,0,0.729163319,2,4,1.333333333,36.53613128,-0.0520483337542118,0.0144927536231884
"706","jennifer_smith3",0,2,1,0,0,0,0.729163319,6,12,4,16.57977349,-0.0520483337542118,0.0144927536231884
"708","jenny14",0,2,0,0,0,0,0.36458166,3,2,1,13,-0.409742201894859,0
"709","jenny17",0,2,0,0,0,0,0.348084416,3,4,2,5,-0.409742201894859,0
"710","jenny4",0,5,1,0,0,0,1.740422082,1,247,41.33333333,34.73550857,-0.0520483337542118,0.0144927536231884
"711","jenny8",0,2,0,0,0,0,0.650855223,2,13,6.5,15,-0.409742201894859,0
"712","jenny_fiorenzo",0,2,1,0,0,0,0.855720723,2,9,16.33333333,18.62495339,-0.0520483337542118,0.0144927536231884
"714","jeremy_and_anne",0,11,3,0,0,0,3.132759747,3,7,0.5,33.12407103,0.663339402527083,0.0434782608695652
"715","jeremy_r_eiler",0,0,1,0,0,0,0.325427612,2,2,2,0,-0.0520483337542118,0.0144927536231884
"716","jess2233",0,2,1,0,0,0,0.696168833,6,5,1.666666667,0,-0.0520483337542118,0.0144927536231884
"717","jess78",0,3,0,0,0,0,1.021596444,6,7,3,0.942809042,-0.409742201894859,0
"718","jess8",0,1,1,0,0,0,0.36458166,3,12,6,0,-0.0520483337542118,0.0144927536231884
"719","jesse_carr",0,2,0,0,0,0,0.673512028,2,3,1.5,5,-0.409742201894859,0
"720","jessica_c1",0,8,3,0,0,0,2.817669817,3,42,8.090909091,20.46767256,0.663339402527083,0.0434782608695652
"724","jessie_daughter_kait",0,1,1,0,0,0,0.36458166,2,0,1.5,1.5,-0.0520483337542118,0.0144927536231884
"725","jessstar",0,1,1,6,22,20,0.36458166,4,8,4,0,-0.0520483337542118,0.0144927536231884
"726","jgoering",0,3,1,55,283.3333333,233,1.054590931,4,4,5.5,9,-0.0520483337542118,0.0144927536231884
"727","jill",0,3,1,0,0,0,0.712666076,0,1,2.75,4.023369235,-0.0520483337542118,0.0144927536231884
"728","jill_katus",0,1,0,0,0,0,0.348084416,2,30,30,0,-0.409742201894859,0
"729","jim3",0,4,1,0,0,0,0.597588907,1,14,2.8,38.62952239,-0.0520483337542118,0.0144927536231884
"730","jim40",0,4,3,0,0,0,1.150703093,6,0,9.571428571,18.53512936,0.663339402527083,0.0434782608695652
"732","jim_armstrong",0,8,0,0,0,0,0.825275481,5,12,4.375,14.48220891,-0.409742201894859,0
"733","jim_dozier",0,0,1,0,0,0,0.325427612,0,2,2,0,-0.0520483337542118,0.0144927536231884
"734","jim_r",0,1,3,0,0,0,0.325427612,3,0,7.5,13.61983847,0.663339402527083,0.0434782608695652
"735","jimmy_lindsey",0,1,1,0,0,0,0.348084416,2,14,7,0,-0.0520483337542118,0.0144927536231884
"737","jmecoakfarmer",0,1,3,0,0,0,0.36458166,7,10,5.5,4.974937186,0.663339402527083,0.0434782608695652
"738","jo116",0,3,2,0,0,0,1.154384368,5,30,6,12.43221621,0.305645534386436,0.0289855072463768
"739","jo_jo",0,1,1,0,0,0,0,4,0,1.5,1.5,-0.0520483337542118,0.0144927536231884
"742","jody_corbett",0,9,3,0,0,0,0.998939639,0,9,2.25,28.19906913,0.663339402527083,0.0434782608695652
"743","jody_davis",0,3,0,0,0,0,0.729163319,5,3,1,9.104333523,-0.409742201894859,0
"744","jody_jervis",0,3,0,0,0,0,1.054590931,2,58,19.33333333,8.524474568,-0.409742201894859,0
"746","joe_greene",0,5,0,0,0,0,0.825275481,4,13,14.2,31.4960315,-0.409742201894859,0
"747","joe_h1",0,5,1,0,0,0,1.744600202,2,8,7.166666667,14.052481,-0.0520483337542118,0.0144927536231884
"748","joe_milam",0,18,3,0,0,0,2.417308955,1,4,0.380952381,2.458729646,0.663339402527083,0.0434782608695652
"749","joecalcanectomy",0,1,1,1,1,2,0.178019898,5,28,14.5,0.5,-0.0520483337542118,0.0144927536231884
"750","joel_russell",0,6,0,0,0,0,2.088506498,1,19,3.166666667,22.16416026,-0.409742201894859,0
"751","joel_spencer",0,7,0,0,55.71428571,57,1.573707473,0,19,4.428571429,9.310954707,-0.409742201894859,0
"752","johannalynn",0,4,0,0,8.5,15,1.392337665,5,36,9,9.908960591,-0.409742201894859,0
"753","john28",0,5,0,0,0,0,1.060750492,3,26,5.4,7.812809994,-0.409742201894859,0
"754","john4",0,1,1,0,0,0,0.178019898,0,0,4,4,-0.0520483337542118,0.0144927536231884
"755","john52",0,6,0,0,0,0,2.187489958,6,7,1.166666667,13.60657521,-0.409742201894859,0
"756","john53",0,6,1,13,0,78,2.187489958,6,4,0.571428571,0,-0.0520483337542118,0.0144927536231884
"757","john6",0,7,1,0,0,0,0.348084416,1,133,17.75,3.018174117,-0.0520483337542118,0.0144927536231884
"760","john_g",0,4,0,0,0,0,1.369680861,6,8,2,44.77443467,-0.409742201894859,0
"761","john_henry",0,2,0,0,0,0,0.712666076,2,5,2.5,19,-0.409742201894859,0
"763","john_p",0,8,0,0,0,0,1.73387868,6,36,4.625,23.46140448,-0.409742201894859,0
"764","john_pierson",0,2,1,6,19,83,0.356039795,2,0,1.333333333,9.56846673,-0.0520483337542118,0.0144927536231884
"765","john_sjolund",0,2,0,0,0,0,0.493688308,5,6,3,11.5,-0.409742201894859,0
"766","john_washbourne",0,1,1,0,0,0,0.178019898,3,48,24,0,-0.0520483337542118,0.0144927536231884
"769","jojo55",0,5,0,0,14.2,10.6,0.258213298,3,19,3.8,2.449489743,-0.409742201894859,0
"772","jon2",0,2,0,0,0,0,0,2,9,4.5,10.5,-0.409742201894859,0
